sample,AF,AG,PF,PG,SH,tray_num,block_num,desert,fire_name,fire_year,TSF,TSF2,burn,plot_num,fullplot_name,line,location,overstory,unique_ID,date_coll,total_seed_count,fg_richness
359,24,2,0,0,0,45,6,SO,GAT,CON,,,control,37,SO-GAT-CON-1,1,20,S,SO-GAT-CON-1-1-20-S,2018-09-24,26,2
361,2,0,0,0,0,46,6,GB,RAD,CON,,,control,24,GB-RAD-CON-3,3,20,I,GB-RAD-CON-3-3-20-I,2018-06-23,2,1
363,18,0,1,0,0,46,6,CH,JCB,CON,,,control,4,CH-JCB-CON-1,2,10,I,CH-JCB-CON-1-2-10-I,2018-10-21,19,2
364,0,0,0,3,0,46,6,GB,OW,1,15.0,,burned,13,GB-OW-01-1,2,20,I,GB-OW-01-1-2-20-I,2018-06-26,3,1
365,21,12,0,0,0,46,6,SO,GAT,80,30.0,,burned,36,SO-GAT-80-3,3,20,I,SO-GAT-80-3-3-20-I,2018-09-23,33,2
366,15,0,0,0,1,46,6,SO,GAT,80,30.0,,burned,34,SO-GAT-80-1,3,20,I,SO-GAT-80-1-3-20-I,2018-09-23,16,2
367,13,0,0,0,0,46,6,CH,JCB,CON,,,control,4,CH-JCB-CON-1,1,20,S,CH-JCB-CON-1-1-20-S,2018-10-21,13,1
368,13,0,0,1,0,46,6,CH,JCB,CON,,,control,5,CH-JCB-CON-2,3,20,S,CH-JCB-CON-2-3-20-S,2018-10-21,14,2
370,4,2,0,0,0,47,6,GB,RAD,CON,,,control,22,GB-RAD-CON-1,3,20,I,GB-RAD-CON-1-3-20-I,2018-06-23,6,2
371,2,0,0,0,0,47,6,CH,JCB,1,15.0,,burned,3,CH-JCB-01-3,3,20,I,CH-JCB-01-3-3-20-I,2018-10-20,2,1
372,1,1,0,2,0,47,6,GB,RAD,84,30.0,,burned,20,GB-RAD-84-2,3,20,I,GB-RAD-84-2-3-20-I,2018-06-23,4,3
373,1,1,0,1,0,47,6,GB,RAD,84,30.0,,burned,19,GB-RAD-84-1,2,10,S,GB-RAD-84-1-2-10-S,2018-06-23,3,3
374,9,1,0,0,0,47,6,CH,KNT,89,30.0,,burned,7,CH-KNT-89-1,3,10,S,CH-KNT-89-1-3-10-S,2018-10-22,10,2
375,11,0,0,0,3,47,6,SO,GAT,80,30.0,,burned,35,SO-GAT-80-2,3,10,S,SO-GAT-80-2-3-10-S,2018-09-23,14,2
376,7,0,0,0,0,47,6,CH,KNT,CON,,,control,11,CH-KNT-CON-2,1,10,I,CH-KNT-CON-2-1-10-I,2018-10-24,7,1
378,2,4,6,23,0,48,5,CP,,89,30.0,,burned,28,MV-89-1,2,20,S,MV-89-1-2-2-20-S,2018-06-07,35,4
379,3,0,0,1,0,48,5,CP,,89,30.0,,burned,29,MV-89-2,2,10,I,MV-89-2-2-2-10-I,2018-06-07,4,2
380,0,1,0,0,0,48,5,CP,,0,15.0,,burned,25,MV-00-1,3,10,S,MV-00-1-3-3-10-S,2018-06-08,1,1
381,12,0,0,0,1,48,5,SO,GST,CON,,,control,43,SO-GST-CON-1,2,20,S,SO-GST-CON-1-2-20-S,2018-09-25,13,2
382,13,0,0,0,0,48,5,CH,JCB,CON,,,control,5,CH-JCB-CON-2,1,20,S,CH-JCB-CON-2-1-20-S,2018-10-21,13,1
383,1,5,0,0,0,48,5,SO,GST,5,15.0,,burned,40,SO-GST-05-1,3,20,I,SO-GST-05-1-3-20-I,2018-09-27,6,2
384,0,0,0,5,0,48,5,GB,OW,CON,,,control,16,GB-OW-CON-1,2,10,I,GB-OW-CON-1-2-10-I,2018-06-26,5,1
385,3,0,1,0,0,49,5,CH,JCB,1,15.0,,burned,3,CH-JCB-01-3,1,20,S,CH-JCB-01-3-1-20-S,2018-10-20,4,2
386,13,0,0,0,0,49,5,CH,JCB,1,15.0,,burned,2,CH-JCB-01-2,2,20,S,CH-JCB-01-2-2-20-S,2018-10-19,13,1
387,1,0,0,1,0,49,5,GB,OW,1,15.0,,burned,14,GB-OW-01-2,2,20,I,GB-OW-01-2-2-20-I,2018-06-26,2,2
388,3,16,0,6,1,49,5,GB,RAD,84,30.0,,burned,20,GB-RAD-84-2,1,10,S,GB-RAD-84-2-1-10-S,2018-06-23,26,4
389,6,0,0,0,0,49,5,CP,,CON,,,control,31,MV-CON-1,2,10,S,MV-CON-1-2-2-10-S,2018-06-08,6,1
390,1,0,0,0,0,49,5,GB,RAD,CON,,,control,24,GB-RAD-CON-3,2,20,I,GB-RAD-CON-3-2-20-I,2018-06-24,1,1
391,0,6,0,0,0,49,5,SO,GST,5,15.0,,burned,41,SO-GST-05-2,1,20,I,SO-GST-05-2-1-20-I,2018-09-27,6,1
392,9,0,0,0,3,49,5,SO,GAT,CON,,,control,37,SO-GAT-CON-1,2,20,S,SO-GAT-CON-1-2-20-S,2018-09-24,12,2
393,21,0,0,0,0,50,5,CH,JCB,CON,,,control,6,CH-JCB-CON-3,2,10,S,CH-JCB-CON-3-2-10-S,2018-10-21,21,1
394,3,0,0,0,0,50,5,CP,,CON,,,control,32,MV-CON-2,2,20,I,MV-CON-2-2-2-20-I,2018-06-07,3,1
395,0,0,0,8,0,50,5,GB,OW,1,15.0,,burned,13,GB-OW-01-1,2,20,S,GB-OW-01-1-2-20-S,2018-06-26,8,1
396,0,11,0,0,0,50,5,SO,GST,5,15.0,,burned,40,SO-GST-05-1,1,10,I,SO-GST-05-1-1-10-I,2018-09-27,11,1
397,1,4,0,0,0,50,5,SO,GST,CON,,,control,45,SO-GST-CON-3,2,20,I,SO-GST-CON-3-2-20-I,2018-09-26,5,2
398,1,0,0,2,0,50,5,GB,OW,1,15.0,,burned,15,GB-OW-01-3,2,20,I,GB-OW-01-3-2-20-I,2018-06-26,3,2
399,2,3,0,0,0,50,5,SO,GAT,CON,,,control,38,SO-GAT-CON-2,3,20,I,SO-GAT-CON-2-3-20-I,2018-09-24,5,2
400,0,0,0,2,0,50,5,CP,,CON,,,control,32,MV-CON-2,1,20,S,MV-CON-2-1-1-20-S,2018-06-07,2,1
401,1,0,1,14,0,51,5,CP,,89,30.0,,burned,30,MV-89-3,3,20,S,MV-89-3-3-3-20-S,2018-06-07,16,3
402,1,1,0,0,0,51,5,GB,RAD,84,30.0,,burned,19,GB-RAD-84-1,1,20,I,GB-RAD-84-1-1-20-I,2018-06-23,2,2
403,6,0,0,0,0,51,5,CH,KNT,89,30.0,,burned,8,CH-KNT-89-2,2,20,I,CH-KNT-89-2-2-20-I,2018-10-22,6,1
404,5,0,0,1,0,51,5,CH,KNT,89,30.0,,burned,9,CH-KNT-89-3,1,10,S,CH-KNT-89-3-1-10-S,2018-10-22,6,2
405,17,8,0,0,1,51,5,SO,GST,CON,,,control,44,SO-GST-CON-2,1,20,S,SO-GST-CON-2-1-20-S,2018-09-25,26,3
406,20,0,0,0,0,51,5,CH,JCB,CON,,,control,4,CH-JCB-CON-1,1,20,I,CH-JCB-CON-1-1-20-I,2018-10-21,20,1
407,11,3,0,0,0,51,5,SO,GAT,80,30.0,,burned,35,SO-GAT-80-2,1,20,S,SO-GAT-80-2-1-20-S,2018-09-23,14,2
409,1,0,0,0,0,52,5,GB,RAD,CON,,,control,23,GB-RAD-CON-2,3,10,S,GB-RAD-CON-2-3-10-S,2018-06-23,1,1
410,7,0,0,0,0,52,5,CH,JCB,1,15.0,,burned,1,CH-JCB-01-1,3,10,S,CH-JCB-01-1-3-10-S,2018-10-20,7,1
411,3,0,0,0,0,52,5,CH,JCB,CON,,,control,5,CH-JCB-CON-2,1,20,I,CH-JCB-CON-2-1-20-I,2018-10-21,3,1
412,7,0,0,0,0,52,5,CH,JCB,1,15.0,,burned,3,CH-JCB-01-3,3,20,S,CH-JCB-01-3-3-20-S,2018-10-20,7,1
413,0,0,7,0,0,52,5,CP,,CON,,,control,31,MV-CON-1,3,20,S,MV-CON-1-3-3-20-S,2018-06-08,7,1
414,1,0,1,5,0,52,5,CP,,CON,,,control,31,MV-CON-1,1,20,I,MV-CON-1-1-1-20-I,2018-06-08,7,3
415,1,0,0,0,0,52,5,GB,OW,CON,,,control,17,GB-OW-CON-2,3,10,I,GB-OW-CON-2-3-10-I,2018-06-25,1,1
418,9,0,0,0,0,53,5,CH,KNT,89,30.0,,burned,9,CH-KNT-89-3,2,20,S,CH-KNT-89-3-2-20-S,2018-10-22,9,1
419,13,1,1,0,0,53,5,SO,GAT,80,30.0,,burned,36,SO-GAT-80-3,2,20,S,SO-GAT-80-3-2-20-S,2018-09-23,15,3
420,4,1,0,0,0,53,5,GB,RAD,84,30.0,,burned,19,GB-RAD-84-1,3,10,I,GB-RAD-84-1-3-10-I,2018-06-23,5,2
421,2,3,0,0,1,53,5,SO,GST,5,15.0,,burned,42,SO-GST-05-3,2,10,S,SO-GST-05-3-2-10-S,2018-09-26,6,3
422,0,0,0,2,0,53,5,GB,OW,1,15.0,,burned,15,GB-OW-01-3,1,10,S,GB-OW-01-3-1-10-S,2018-06-26,2,1
423,7,1,0,0,0,53,5,CH,KNT,89,30.0,,burned,8,CH-KNT-89-2,3,20,S,CH-KNT-89-2-3-20-S,2018-10-22,8,2
424,4,0,0,0,0,53,5,CH,JCB,CON,,,control,6,CH-JCB-CON-3,1,20,I,CH-JCB-CON-3-1-20-I,2018-10-21,4,1
425,22,2,0,0,0,54,6,SO,GAT,CON,,,control,38,SO-GAT-CON-2,1,20,S,SO-GAT-CON-2-1-20-S,2018-09-24,24,2
426,7,0,0,0,0,54,6,CH,KNT,CON,,,control,10,CH-KNT-CON-1,2,20,I,CH-KNT-CON-1-2-20-I,2018-10-24,7,1
427,2,1,0,9,0,54,6,GB,OW,1,15.0,,burned,14,GB-OW-01-2,2,10,I,GB-OW-01-2-2-10-I,2018-06-26,12,3
428,1,9,0,0,0,54,6,SO,GST,CON,,,control,43,SO-GST-CON-1,2,10,I,SO-GST-CON-1-2-10-I,2018-09-25,10,2
429,1,0,3,0,0,54,6,GB,RAD,84,30.0,,burned,21,GB-RAD-84-3,3,10,I,GB-RAD-84-3-3-10-I,2018-06-27,4,2
431,1,0,2,0,0,54,6,GB,RAD,CON,,,control,23,GB-RAD-CON-2,2,20,S,GB-RAD-CON-2-2-20-S,2018-06-23,3,2
432,4,0,0,0,0,54,6,CH,JCB,CON,,,control,4,CH-JCB-CON-1,1,10,I,CH-JCB-CON-1-1-10-I,2018-10-21,4,1
434,1,3,0,0,4,55,6,SO,GST,5,15.0,,burned,41,SO-GST-05-2,1,10,S,SO-GST-05-2-1-10-S,2018-09-27,8,3
435,13,0,0,0,0,55,6,CH,KNT,89,30.0,,burned,7,CH-KNT-89-1,1,20,I,CH-KNT-89-1-1-20-I,2018-10-22,13,1
437,1,0,0,0,0,55,6,SO,GAT,CON,,,control,39,SO-GAT-CON-3,1,20,I,SO-GAT-CON-3-1-20-I,2018-09-24,1,1
438,31,22,0,0,1,55,6,SO,GST,CON,,,control,44,SO-GST-CON-2,1,10,S,SO-GST-CON-2-1-10-S,2018-09-25,54,3
439,9,1,0,0,5,55,6,SO,GAT,80,30.0,,burned,36,SO-GAT-80-3,1,20,S,SO-GAT-80-3-1-20-S,2018-09-23,15,3
440,0,0,0,3,0,55,6,GB,OW,1,15.0,,burned,15,GB-OW-01-3,1,20,S,GB-OW-01-3-1-20-S,2018-06-26,3,1
442,5,0,0,0,0,56,6,GB,RAD,84,30.0,,burned,19,GB-RAD-84-1,1,10,S,GB-RAD-84-1-1-10-S,2018-06-23,5,1
443,0,0,1,0,0,56,6,CP,,CON,,,control,31,MV-CON-1,2,10,I,MV-CON-1-2-2-10-I,2018-06-08,1,1
444,4,0,0,0,0,56,6,CH,JCB,1,15.0,,burned,1,CH-JCB-01-1,2,10,I,CH-JCB-01-1-2-10-I,2018-10-20,4,1
446,1,0,0,0,0,56,6,CH,KNT,CON,,,control,12,CH-KNT-CON-3,1,10,S,CH-KNT-CON-3-1-10-S,2018-10-24,1,1
447,0,6,0,0,0,56,6,SO,GAT,CON,,,control,39,SO-GAT-CON-3,3,20,I,SO-GAT-CON-3-3-20-I,2018-09-24,6,1
448,5,0,0,0,0,56,6,CH,KNT,CON,,,control,12,CH-KNT-CON-3,3,10,S,CH-KNT-CON-3-3-10-S,2018-10-24,5,1
449,5,2,0,0,0,57,6,SO,GST,CON,,,control,43,SO-GST-CON-1,3,20,S,SO-GST-CON-1-3-20-S,2018-09-25,7,2
450,7,0,0,0,0,57,6,CH,JCB,1,15.0,,burned,2,CH-JCB-01-2,1,10,I,CH-JCB-01-2-1-10-I,2018-10-19,7,1
451,1,0,1,0,0,57,6,CP,,CON,,,control,32,MV-CON-2,1,10,I,MV-CON-2-1-1-10-I,2018-06-07,2,2
452,7,11,0,0,0,57,6,GB,RAD,CON,,,control,23,GB-RAD-CON-2,1,20,I,GB-RAD-CON-2-1-20-I,2018-06-23,18,2
453,0,0,0,1,0,57,6,CP,,CON,,,control,32,MV-CON-2,3,10,S,MV-CON-2-3-3-10-S,2018-06-07,1,1
454,1,1,0,16,0,57,6,GB,RAD,84,30.0,,burned,19,GB-RAD-84-1,2,10,I,GB-RAD-84-1-2-10-I,2018-06-23,18,3
455,10,2,1,0,0,57,6,SO,GAT,80,30.0,,burned,36,SO-GAT-80-3,2,10,S,SO-GAT-80-3-2-10-S,2018-09-23,13,3
456,13,29,0,3,0,57,6,GB,RAD,84,30.0,,burned,20,GB-RAD-84-2,2,10,I,GB-RAD-84-2-2-10-I,2018-06-23,45,3
457,0,0,1,11,0,58,6,CP,,CON,,,control,33,MV-CON-3,2,20,S,MV-CON-3-2-2-20-S,2018-06-07,12,2
458,5,0,0,0,0,58,6,CH,JCB,1,15.0,,burned,1,CH-JCB-01-1,3,10,I,CH-JCB-01-1-3-10-I,2018-10-20,5,1
459,4,6,0,0,0,58,6,SO,GST,CON,,,control,44,SO-GST-CON-2,2,10,I,SO-GST-CON-2-2-10-I,2018-09-25,10,2
460,14,0,0,0,0,58,6,CH,KNT,89,30.0,,burned,7,CH-KNT-89-1,1,20,S,CH-KNT-89-1-1-20-S,2018-10-22,14,1
461,3,2,0,0,0,58,6,SO,GAT,80,30.0,,burned,36,SO-GAT-80-3,2,10,I,SO-GAT-80-3-2-10-I,2018-09-23,5,2
462,3,0,0,0,0,58,6,SO,GAT,80,30.0,,burned,36,SO-GAT-80-3,3,10,I,SO-GAT-80-3-3-10-I,2018-09-23,3,1
463,2,4,0,0,2,58,6,SO,GST,CON,,,control,43,SO-GST-CON-1,2,10,S,SO-GST-CON-1-2-10-S,2018-09-25,8,3
464,1,0,3,8,0,58,6,CP,,89,30.0,,burned,29,MV-89-2,1,20,I,MV-89-2-1-1-20-I,2018-06-07,12,3
465,1,0,0,0,0,59,6,SO,GST,CON,,,control,45,SO-GST-CON-3,3,10,I,SO-GST-CON-3-3-10-I,2018-09-26,1,1
466,1,0,0,3,0,59,6,GB,OW,1,15.0,,burned,13,GB-OW-01-1,2,10,I,GB-OW-01-1-2-10-I,2018-06-26,4,2
467,0,0,2,1,0,59,6,CP,,0,15.0,,burned,26,MV-00-2,2,20,I,MV-00-2-2-2-20-I,2018-06-08,3,2
468,5,2,0,0,0,59,6,SO,GST,CON,,,control,45,SO-GST-CON-3,3,20,S,SO-GST-CON-3-3-20-S,2018-09-26,7,2
469,3,0,0,0,0,59,6,CH,KNT,89,30.0,,burned,9,CH-KNT-89-3,2,10,S,CH-KNT-89-3-2-10-S,2018-10-22,3,1
470,26,1,0,0,3,59,6,SO,GAT,80,30.0,,burned,35,SO-GAT-80-2,2,20,S,SO-GAT-80-2-2-20-S,2018-09-23,30,3
471,11,0,1,0,0,59,6,CH,JCB,CON,,,control,5,CH-JCB-CON-2,1,10,S,CH-JCB-CON-2-1-10-S,2018-10-21,12,2
474,1,0,0,1,0,60,5,GB,OW,1,15.0,,burned,13,GB-OW-01-1,3,10,I,GB-OW-01-1-3-10-I,2018-06-26,2,2
475,1,4,0,1,0,60,5,GB,RAD,CON,,,control,23,GB-RAD-CON-2,1,20,S,GB-RAD-CON-2-1-20-S,2018-06-23,6,3
478,10,1,0,0,0,60,5,CH,KNT,CON,,,control,11,CH-KNT-CON-2,2,20,S,CH-KNT-CON-2-2-20-S,2018-10-24,11,2
480,0,0,1,0,0,60,5,CP,,0,15.0,,burned,25,MV-00-1,2,20,I,MV-00-1-2-2-20-I,2018-06-08,1,1
481,0,1,0,0,0,61,5,CP,,0,15.0,,burned,27,MV-00-3,3,20,I,MV-00-3-3-3-20-I,2018-06-08,1,1
482,24,1,0,0,0,61,5,CH,KNT,CON,,,control,10,CH-KNT-CON-1,1,10,S,CH-KNT-CON-1-1-10-S,2018-10-24,25,2
483,1,1,0,0,0,61,5,SO,GST,5,15.0,,burned,40,SO-GST-05-1,3,10,I,SO-GST-05-1-3-10-I,2018-09-27,2,2
485,1,0,0,0,0,61,5,GB,OW,1,15.0,,burned,14,GB-OW-01-2,3,10,I,GB-OW-01-2-3-10-I,2018-06-26,1,1
486,14,17,0,0,0,61,5,SO,GAT,CON,,,control,39,SO-GAT-CON-3,2,20,I,SO-GAT-CON-3-2-20-I,2018-09-24,31,2
487,7,0,0,0,0,61,5,CH,KNT,89,30.0,,burned,7,CH-KNT-89-1,2,20,I,CH-KNT-89-1-2-20-I,2018-10-22,7,1
488,0,3,0,0,1,61,5,SO,GST,5,15.0,,burned,40,SO-GST-05-1,3,20,S,SO-GST-05-1-3-20-S,2018-09-27,4,2
489,1,31,0,0,0,62,5,SO,GST,5,15.0,,burned,40,SO-GST-05-1,2,20,I,SO-GST-05-1-2-20-I,2018-09-27,32,2
490,4,0,0,0,0,62,5,CH,KNT,89,30.0,,burned,8,CH-KNT-89-2,2,10,S,CH-KNT-89-2-2-10-S,2018-10-22,4,1
491,11,4,0,0,0,62,5,GB,RAD,84,30.0,,burned,19,GB-RAD-84-1,3,10,S,GB-RAD-84-1-3-10-S,2018-06-23,15,2
492,2,16,0,0,0,62,5,SO,GST,CON,,,control,44,SO-GST-CON-2,1,10,I,SO-GST-CON-2-1-10-I,2018-09-25,18,2
494,1,0,0,0,0,62,5,GB,OW,CON,,,control,17,GB-OW-CON-2,3,20,S,GB-OW-CON-2-3-20-S,2018-06-25,1,1
495,54,36,3,0,2,62,5,SO,GST,5,15.0,,burned,42,SO-GST-05-3,1,20,S,SO-GST-05-3-1-20-S,2018-09-26,95,4
496,12,9,0,0,0,62,5,SO,GAT,CON,,,control,39,SO-GAT-CON-3,3,10,I,SO-GAT-CON-3-3-10-I,2018-09-24,21,2
497,6,17,0,1,0,63,5,GB,RAD,CON,,,control,22,GB-RAD-CON-1,1,10,I,GB-RAD-CON-1-1-10-I,2018-06-23,24,3
498,4,0,0,0,1,63,5,SO,GAT,CON,,,control,38,SO-GAT-CON-2,3,10,S,SO-GAT-CON-2-3-10-S,2018-09-24,5,2
499,4,1,0,0,0,63,5,GB,RAD,CON,,,control,22,GB-RAD-CON-1,3,20,S,GB-RAD-CON-1-3-20-S,2018-06-23,5,2
500,1,1,4,0,0,63,5,CP,,89,30.0,,burned,29,MV-89-2,3,20,S,MV-89-2-3-3-20-S,2018-06-07,6,3
501,10,0,0,0,0,63,5,CH,KNT,CON,,,control,11,CH-KNT-CON-2,1,20,S,CH-KNT-CON-2-1-20-S,2018-10-24,10,1
502,1,66,0,0,0,63,5,SO,GST,CON,,,control,43,SO-GST-CON-1,1,20,I,SO-GST-CON-1-1-20-I,2018-09-25,67,2
503,23,0,1,0,0,63,5,CH,JCB,CON,,,control,4,CH-JCB-CON-1,3,20,S,CH-JCB-CON-1-3-20-S,2018-10-21,24,2
504,2,0,0,0,0,63,5,CH,KNT,CON,,,control,12,CH-KNT-CON-3,1,10,I,CH-KNT-CON-3-1-10-I,2018-10-24,2,1
505,0,0,0,1,0,64,5,CP,,0,15.0,,burned,27,MV-00-3,2,10,S,MV-00-3-2-2-10-S,2018-06-08,1,1
506,3,1,0,0,0,64,5,SO,GST,CON,,,control,44,SO-GST-CON-2,3,10,I,SO-GST-CON-2-3-10-I,2018-09-25,4,2
507,0,5,0,2,0,64,5,GB,RAD,84,30.0,,burned,21,GB-RAD-84-3,1,10,S,GB-RAD-84-3-1-10-S,2018-06-27,7,2
508,12,0,0,0,0,64,5,CH,JCB,1,15.0,,burned,2,CH-JCB-01-2,2,10,S,CH-JCB-01-2-2-10-S,2018-10-19,12,1
509,3,10,0,0,0,64,5,SO,GST,CON,,,control,45,SO-GST-CON-3,3,10,S,SO-GST-CON-3-3-10-S,2018-09-26,13,2
512,19,1,0,0,0,64,5,SO,GAT,80,30.0,,burned,34,SO-GAT-80-1,1,10,I,SO-GAT-80-1-1-10-I,2018-09-23,20,2
513,0,0,0,0,2,65,5,SO,GST,5,15.0,,burned,42,SO-GST-05-3,3,20,S,SO-GST-05-3-3-20-S,2018-09-26,2,1
514,9,1,0,0,0,65,5,CH,JCB,1,15.0,,burned,2,CH-JCB-01-2,2,10,I,CH-JCB-01-2-2-10-I,2018-10-19,10,2
515,0,0,1,4,0,65,5,CP,,89,30.0,,burned,30,MV-89-3,1,10,I,MV-89-3-1-1-10-I,2018-06-07,5,2
517,9,0,0,0,0,65,5,CH,KNT,89,30.0,,burned,8,CH-KNT-89-2,1,20,I,CH-KNT-89-2-1-20-I,2018-10-22,9,1
518,5,0,0,0,0,65,5,CH,KNT,CON,,,control,11,CH-KNT-CON-2,3,10,I,CH-KNT-CON-2-3-10-I,2018-10-24,5,1
519,6,0,6,1,0,65,5,CP,,CON,,,control,31,MV-CON-1,2,20,S,MV-CON-1-2-2-20-S,2018-06-08,13,3
520,20,0,0,0,0,65,5,CH,KNT,89,30.0,,burned,7,CH-KNT-89-1,3,20,S,CH-KNT-89-1-3-20-S,2018-10-22,20,1
521,5,1,0,0,0,66,6,GB,RAD,CON,,,control,24,GB-RAD-CON-3,1,20,I,GB-RAD-CON-3-1-20-I,2018-06-24,6,2
522,31,1,0,0,0,66,6,SO,GAT,80,30.0,,burned,34,SO-GAT-80-1,2,20,I,SO-GAT-80-1-2-20-I,2018-09-23,32,2
523,1,0,1,0,0,66,6,CP,,0,15.0,,burned,27,MV-00-3,3,20,S,MV-00-3-3-3-20-S,2018-06-08,2,2
524,2,98,0,0,0,66,6,SO,GST,5,15.0,,burned,41,SO-GST-05-2,2,10,I,SO-GST-05-2-2-10-I,2018-09-27,100,2
525,2,0,0,0,0,66,6,CH,KNT,CON,,,control,10,CH-KNT-CON-1,1,20,I,CH-KNT-CON-1-1-20-I,2018-10-24,2,1
526,0,1,0,1,0,66,6,GB,OW,1,15.0,,burned,15,GB-OW-01-3,3,10,S,GB-OW-01-3-3-10-S,2018-06-26,2,2
527,4,5,1,2,0,66,6,GB,RAD,84,30.0,,burned,21,GB-RAD-84-3,2,10,S,GB-RAD-84-3-2-10-S,2018-06-27,12,4
528,17,4,0,0,0,66,6,SO,GST,CON,,,control,45,SO-GST-CON-3,1,20,S,SO-GST-CON-3-1-20-S,2018-09-26,21,2
529,3,0,0,0,0,67,6,CH,KNT,CON,,,control,11,CH-KNT-CON-2,2,20,I,CH-KNT-CON-2-2-20-I,2018-10-24,3,1
530,0,0,0,4,0,67,6,GB,OW,1,15.0,,burned,13,GB-OW-01-1,1,20,I,GB-OW-01-1-1-20-I,2018-06-26,4,1
531,1,0,0,0,0,67,6,CH,JCB,1,15.0,,burned,3,CH-JCB-01-3,1,10,I,CH-JCB-01-3-1-10-I,2018-10-20,1,1
532,2,0,0,0,0,67,6,CH,JCB,CON,,,control,6,CH-JCB-CON-3,3,10,I,CH-JCB-CON-3-3-10-I,2018-10-21,2,1
533,0,0,0,6,0,67,6,CP,,89,30.0,,burned,30,MV-89-3,2,20,I,MV-89-3-2-2-20-I,2018-06-07,6,1
534,13,0,0,0,0,67,6,CH,JCB,1,15.0,,burned,1,CH-JCB-01-1,3,20,S,CH-JCB-01-1-3-20-S,2018-10-20,13,1
536,5,0,0,0,0,67,6,CH,KNT,CON,,,control,12,CH-KNT-CON-3,2,10,S,CH-KNT-CON-3-2-10-S,2018-10-24,5,1
537,1,1,0,0,4,68,6,SO,GST,5,15.0,,burned,42,SO-GST-05-3,3,10,S,SO-GST-05-3-3-10-S,2018-09-26,6,3
538,17,0,0,2,0,68,6,CH,KNT,CON,,,control,10,CH-KNT-CON-1,2,20,S,CH-KNT-CON-1-2-20-S,2018-10-24,19,2
539,3,0,0,0,0,68,6,GB,OW,1,15.0,,burned,14,GB-OW-01-2,1,10,I,GB-OW-01-2-1-10-I,2018-06-26,3,1
540,2,10,0,0,0,68,6,GB,RAD,84,30.0,,burned,21,GB-RAD-84-3,1,20,S,GB-RAD-84-3-1-20-S,2018-06-27,12,2
