sample,fctngrp,count,tray_num,block_num,desert,fire_name,fire_year,TSF,TSF2,burn,plot_num,fullplot_name,line,location,overstory,unique_ID,date_coll,data_type
103,AF,2,13,4,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,10,I,SO-GAT-CON-3-2-10-I,2018-09-24,seedbank
103,AG,3,13,4,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,10,I,SO-GAT-CON-3-2-10-I,2018-09-24,seedbank
104,AF,1,13,4,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,1,20,I,GB-RAD-CON-1-1-20-I,2018-06-23,seedbank
104,SH,2,13,4,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,1,20,I,GB-RAD-CON-1-1-20-I,2018-06-23,seedbank
105,AF,10,14,4,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,3,20,S,SO-GAT-CON-3-3-20-S,2018-09-24,seedbank
105,AG,8,14,4,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,3,20,S,SO-GAT-CON-3-3-20-S,2018-09-24,seedbank
105,SH,2,14,4,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,3,20,S,SO-GAT-CON-3-3-20-S,2018-09-24,seedbank
106,AF,2,14,4,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,2,10,I,SO-GAT-CON-2-2-10-I,2018-09-24,seedbank
106,AG,27,14,4,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,2,10,I,SO-GAT-CON-2-2-10-I,2018-09-24,seedbank
106,SH,1,14,4,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,2,10,I,SO-GAT-CON-2-2-10-I,2018-09-24,seedbank
108,AF,3,14,4,CH,JCB,1,15,15F,burned,2,CH-JCB-01-2,3,20,I,CH-JCB-01-2-3-20-I,2018-10-19,seedbank
109,PG,5,14,4,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,2,10,S,GB-OW-CON-1-2-10-S,2018-06-26,seedbank
109,SH,4,14,4,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,2,10,S,GB-OW-CON-1-2-10-S,2018-06-26,seedbank
110,AF,1,14,4,CP,,CON,control,con,control,2,MV-CON-2,2,20,S,MV-CON-2-2-2-20-S,2018-06-07,seedbank
111,AF,1,14,4,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,1,20,I,GB-OW-CON-1-1-20-I,2018-06-26,seedbank
112,AF,103,14,4,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,3,10,S,SO-GST-CON-1-3-10-S,2018-09-25,seedbank
112,AG,1,14,4,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,3,10,S,SO-GST-CON-1-3-10-S,2018-09-25,seedbank
114,AF,16,15,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,2,20,S,SO-GST-CON-2-2-20-S,2018-09-25,seedbank
114,AG,17,15,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,2,20,S,SO-GST-CON-2-2-20-S,2018-09-25,seedbank
115,AF,6,15,3,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,1,20,I,SO-GST-CON-3-1-20-I,2018-09-26,seedbank
115,AG,20,15,3,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,1,20,I,SO-GST-CON-3-1-20-I,2018-09-26,seedbank
116,AF,1,15,3,SO,GST,5,15,15F,burned,1,SO-GST-05-1,1,10,S,SO-GST-05-1-1-10-S,2018-09-27,seedbank
116,AG,1,15,3,SO,GST,5,15,15F,burned,1,SO-GST-05-1,1,10,S,SO-GST-05-1-1-10-S,2018-09-27,seedbank
120,AF,10,15,3,CH,KNT,89,30,30F,burned,1,CH-KNT-89-1,1,10,I,CH-KNT-89-1-1-10-I,2018-10-22,seedbank
120,AG,1,15,3,CH,KNT,89,30,30F,burned,1,CH-KNT-89-1,1,10,I,CH-KNT-89-1-1-10-I,2018-10-22,seedbank
122,AF,25,16,3,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,1,10,S,CH-JCB-CON-1-1-10-S,2018-10-21,seedbank
123,AF,29,16,3,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,2,20,S,CH-JCB-CON-1-2-20-S,2018-10-21,seedbank
123,AG,1,16,3,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,2,20,S,CH-JCB-CON-1-2-20-S,2018-10-21,seedbank
124,AF,1,16,3,GB,OW,CON,control,15C,control,2,GB-OW-CON-2,1,20,S,GB-OW-CON-2-1-20-S,2018-06-25,seedbank
125,AF,2,16,3,CP,,CON,control,con,control,1,MV-CON-1,1,20,S,MV-CON-1-1-1-20-S,2018-06-08,seedbank
125,PF,1,16,3,CP,,CON,control,con,control,1,MV-CON-1,1,20,S,MV-CON-1-1-1-20-S,2018-06-08,seedbank
125,PG,1,16,3,CP,,CON,control,con,control,1,MV-CON-1,1,20,S,MV-CON-1-1-1-20-S,2018-06-08,seedbank
126,AF,5,16,3,CH,KNT,CON,control,30C,control,2,CH-KNT-CON-2,3,20,S,CH-KNT-CON-2-3-20-S,2018-10-24,seedbank
127,AF,2,16,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,2,20,I,SO-GST-CON-2-2-20-I,2018-09-25,seedbank
127,AG,43,16,3,SO,GST,CON,control,15C,control,2,SO-GST-CON-2,2,20,I,SO-GST-CON-2-2-20-I,2018-09-25,seedbank
128,AF,29,16,3,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,2,10,S,SO-GAT-CON-1-2-10-S,2018-09-24,seedbank
128,SH,5,16,3,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,2,10,S,SO-GAT-CON-1-2-10-S,2018-09-24,seedbank
129,AF,20,17,3,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,2,20,S,SO-GST-CON-3-2-20-S,2018-09-26,seedbank
129,AG,1,17,3,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,2,20,S,SO-GST-CON-3-2-20-S,2018-09-26,seedbank
130,AF,3,17,3,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,3,10,I,SO-GAT-80-1-3-10-I,2018-09-23,seedbank
130,AG,1,17,3,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,3,10,I,SO-GAT-80-1-3-10-I,2018-09-23,seedbank
131,PG,1,17,3,GB,OW,1,15,15F,burned,2,GB-OW-01-2,1,20,S,GB-OW-01-2-1-20-S,2018-06-26,seedbank
132,AF,6,17,3,GB,OW,1,15,15F,burned,1,GB-OW-01-1,3,10,S,GB-OW-01-1-3-10-S,2018-06-26,seedbank
132,AG,1,17,3,GB,OW,1,15,15F,burned,1,GB-OW-01-1,3,10,S,GB-OW-01-1-3-10-S,2018-06-26,seedbank
132,PG,20,17,3,GB,OW,1,15,15F,burned,1,GB-OW-01-1,3,10,S,GB-OW-01-1-3-10-S,2018-06-26,seedbank
133,AF,5,17,3,CH,KNT,89,30,30F,burned,2,CH-KNT-89-2,2,10,I,CH-KNT-89-2-2-10-I,2018-10-22,seedbank
134,AG,3,17,3,CP,,89,30,30F,burned,1,MV-89-1,1,20,S,MV-89-1-1-1-20-S,2018-06-07,seedbank
134,PF,3,17,3,CP,,89,30,30F,burned,1,MV-89-1,1,20,S,MV-89-1-1-1-20-S,2018-06-07,seedbank
134,PG,3,17,3,CP,,89,30,30F,burned,1,MV-89-1,1,20,S,MV-89-1-1-1-20-S,2018-06-07,seedbank
135,AF,22,17,3,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,2,20,S,SO-GAT-80-1-2-20-S,2018-09-23,seedbank
135,AG,1,17,3,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,2,20,S,SO-GAT-80-1-2-20-S,2018-09-23,seedbank
135,SH,2,17,3,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,2,20,S,SO-GAT-80-1-2-20-S,2018-09-23,seedbank
136,AF,4,17,3,CH,JCB,1,15,15F,burned,3,CH-JCB-01-3,2,20,S,CH-JCB-01-3-2-20-S,2018-10-20,seedbank
136,PG,2,17,3,CH,JCB,1,15,15F,burned,3,CH-JCB-01-3,2,20,S,CH-JCB-01-3-2-20-S,2018-10-20,seedbank
137,AF,4,18,2,CH,JCB,CON,control,15C,control,3,CH-JCB-CON-3,2,20,I,CH-JCB-CON-3-2-20-I,2018-10-21,seedbank
138,AF,2,18,2,CP,,CON,control,con,control,1,MV-CON-1,3,20,I,MV-CON-1-3-3-20-I,2018-06-08,seedbank
138,PG,3,18,2,CP,,CON,control,con,control,1,MV-CON-1,3,20,I,MV-CON-1-3-3-20-I,2018-06-08,seedbank
139,AF,2,18,2,CP,,89,30,30F,burned,1,MV-89-1,2,10,I,MV-89-1-2-2-10-I,2018-06-07,seedbank
139,PF,5,18,2,CP,,89,30,30F,burned,1,MV-89-1,2,10,I,MV-89-1-2-2-10-I,2018-06-07,seedbank
139,PG,17,18,2,CP,,89,30,30F,burned,1,MV-89-1,2,10,I,MV-89-1-2-2-10-I,2018-06-07,seedbank
140,AF,6,18,2,CH,JCB,CON,control,15C,control,3,CH-JCB-CON-3,2,10,I,CH-JCB-CON-3-2-10-I,2018-10-21,seedbank
141,AG,2,18,2,CP,,0,15,15F,burned,1,MV-00-1,1,20,S,MV-00-1-1-1-20-S,2018-06-08,seedbank
142,AF,1,18,2,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,2,10,S,GB-RAD-CON-1-2-10-S,2018-06-23,seedbank
142,AG,1,18,2,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,2,10,S,GB-RAD-CON-1-2-10-S,2018-06-23,seedbank
143,AF,9,18,2,CH,JCB,1,15,15F,burned,1,CH-JCB-01-1,2,20,I,CH-JCB-01-1-2-20-I,2018-10-20,seedbank
145,AF,3,19,2,CP,,89,30,30F,burned,1,MV-89-1,3,20,I,MV-89-1-3-3-20-I,2018-06-07,seedbank
145,PF,8,19,2,CP,,89,30,30F,burned,1,MV-89-1,3,20,I,MV-89-1-3-3-20-I,2018-06-07,seedbank
145,PG,7,19,2,CP,,89,30,30F,burned,1,MV-89-1,3,20,I,MV-89-1-3-3-20-I,2018-06-07,seedbank
146,PG,13,19,2,GB,OW,1,15,15F,burned,1,GB-OW-01-1,1,10,S,GB-OW-01-1-1-10-S,2018-06-26,seedbank
146,SH,1,19,2,GB,OW,1,15,15F,burned,1,GB-OW-01-1,1,10,S,GB-OW-01-1-1-10-S,2018-06-26,seedbank
147,AF,3,19,2,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,1,10,S,GB-OW-CON-1-1-10-S,2018-06-26,seedbank
147,PG,8,19,2,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,1,10,S,GB-OW-CON-1-1-10-S,2018-06-26,seedbank
148,AF,43,19,2,CH,JCB,CON,control,15C,control,2,CH-JCB-CON-2,2,10,S,CH-JCB-CON-2-2-10-S,2018-10-21,seedbank
149,AF,2,19,2,GB,OW,1,15,15F,burned,3,GB-OW-01-3,3,20,S,GB-OW-01-3-3-20-S,2018-06-26,seedbank
149,AG,5,19,2,GB,OW,1,15,15F,burned,3,GB-OW-01-3,3,20,S,GB-OW-01-3-3-20-S,2018-06-26,seedbank
149,PG,5,19,2,GB,OW,1,15,15F,burned,3,GB-OW-01-3,3,20,S,GB-OW-01-3-3-20-S,2018-06-26,seedbank
150,AF,7,19,2,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,20,S,SO-GAT-CON-3-2-20-S,2018-09-24,seedbank
150,AG,16,19,2,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,20,S,SO-GAT-CON-3-2-20-S,2018-09-24,seedbank
150,SH,1,19,2,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,2,20,S,SO-GAT-CON-3-2-20-S,2018-09-24,seedbank
151,AF,17,19,2,SO,GST,5,15,15F,burned,2,SO-GST-05-2,3,20,S,SO-GST-05-2-3-20-S,2018-09-27,seedbank
151,AG,2,19,2,SO,GST,5,15,15F,burned,2,SO-GST-05-2,3,20,S,SO-GST-05-2-3-20-S,2018-09-27,seedbank
151,SH,4,19,2,SO,GST,5,15,15F,burned,2,SO-GST-05-2,3,20,S,SO-GST-05-2-3-20-S,2018-09-27,seedbank
152,AF,5,19,2,SO,GST,5,15,15F,burned,3,SO-GST-05-3,2,20,S,SO-GST-05-3-2-20-S,2018-09-26,seedbank
152,AG,1,19,2,SO,GST,5,15,15F,burned,3,SO-GST-05-3,2,20,S,SO-GST-05-3-2-20-S,2018-09-26,seedbank
152,SH,1,19,2,SO,GST,5,15,15F,burned,3,SO-GST-05-3,2,20,S,SO-GST-05-3-2-20-S,2018-09-26,seedbank
153,AF,1,20,2,CH,KNT,89,30,30F,burned,2,CH-KNT-89-2,1,10,I,CH-KNT-89-2-1-10-I,2018-10-22,seedbank
155,AF,6,20,2,CH,KNT,89,30,30F,burned,1,CH-KNT-89-1,2,10,S,CH-KNT-89-1-2-10-S,2018-10-22,seedbank
156,AF,1,20,2,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,1,10,I,SO-GST-CON-1-1-10-I,2018-09-25,seedbank
156,AG,4,20,2,SO,GST,CON,control,15C,control,1,SO-GST-CON-1,1,10,I,SO-GST-CON-1-1-10-I,2018-09-25,seedbank
157,AF,6,20,2,CH,KNT,CON,control,30C,control,3,CH-KNT-CON-3,1,20,S,CH-KNT-CON-3-1-20-S,2018-10-24,seedbank
158,PG,5,20,2,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,1,20,S,GB-OW-CON-1-1-20-S,2018-06-26,seedbank
159,AF,32,20,2,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,3,10,S,CH-JCB-CON-1-3-10-S,2018-10-21,seedbank
159,PF,1,20,2,CH,JCB,CON,control,15C,control,1,CH-JCB-CON-1,3,10,S,CH-JCB-CON-1-3-10-S,2018-10-21,seedbank
160,PG,4,20,2,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,3,10,I,GB-OW-CON-1-3-10-I,2018-06-26,seedbank
161,AF,1,21,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,2,20,S,GB-OW-01-2-2-20-S,2018-06-26,seedbank
161,AG,1,21,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,2,20,S,GB-OW-01-2-2-20-S,2018-06-26,seedbank
161,PG,6,21,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,2,20,S,GB-OW-01-2-2-20-S,2018-06-26,seedbank
162,AF,2,21,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,1,10,I,GB-RAD-84-3-1-10-I,2018-06-27,seedbank
162,AG,1,21,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,1,10,I,GB-RAD-84-3-1-10-I,2018-06-27,seedbank
163,AF,32,21,1,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,1,20,I,SO-GAT-CON-1-1-20-I,2018-09-24,seedbank
163,AG,4,21,1,SO,GAT,CON,control,30C,control,1,SO-GAT-CON-1,1,20,I,SO-GAT-CON-1-1-20-I,2018-09-24,seedbank
164,AF,2,21,1,SO,GAT,80,30,30F,burned,3,SO-GAT-80-3,2,20,I,SO-GAT-80-3-2-20-I,2018-09-23,seedbank
164,AG,1,21,1,SO,GAT,80,30,30F,burned,3,SO-GAT-80-3,2,20,I,SO-GAT-80-3-2-20-I,2018-09-23,seedbank
165,AF,15,21,1,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,1,10,I,SO-GAT-CON-2-1-10-I,2018-09-24,seedbank
165,AG,9,21,1,SO,GAT,CON,control,30C,control,2,SO-GAT-CON-2,1,10,I,SO-GAT-CON-2-1-10-I,2018-09-24,seedbank
166,AF,1,21,1,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,3,20,S,GB-OW-CON-1-3-20-S,2018-06-26,seedbank
166,PG,9,21,1,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,3,20,S,GB-OW-CON-1-3-20-S,2018-06-26,seedbank
166,SH,1,21,1,GB,OW,CON,control,15C,control,1,GB-OW-CON-1,3,20,S,GB-OW-CON-1-3-20-S,2018-06-26,seedbank
168,AF,2,21,1,GB,OW,1,15,15F,burned,1,GB-OW-01-1,2,10,S,GB-OW-01-1-2-10-S,2018-06-26,seedbank
168,PG,6,21,1,GB,OW,1,15,15F,burned,1,GB-OW-01-1,2,10,S,GB-OW-01-1-2-10-S,2018-06-26,seedbank
169,AF,4,22,1,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,2,20,S,GB-RAD-CON-1-2-20-S,2018-06-23,seedbank
169,AG,3,22,1,GB,RAD,CON,control,30C,control,1,GB-RAD-CON-1,2,20,S,GB-RAD-CON-1-2-20-S,2018-06-23,seedbank
171,AF,9,22,1,CH,JCB,CON,control,15C,control,3,CH-JCB-CON-3,1,10,S,CH-JCB-CON-3-1-10-S,2018-10-21,seedbank
172,AF,1,22,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,3,20,I,GB-OW-01-2-3-20-I,2018-06-26,seedbank
172,PG,3,22,1,GB,OW,1,15,15F,burned,2,GB-OW-01-2,3,20,I,GB-OW-01-2-3-20-I,2018-06-26,seedbank
173,AG,1,22,1,CP,,89,30,30F,burned,1,MV-89-1,3,10,S,MV-89-1-3-3-10-S,2018-06-07,seedbank
173,PF,2,22,1,CP,,89,30,30F,burned,1,MV-89-1,3,10,S,MV-89-1-3-3-10-S,2018-06-07,seedbank
173,PG,13,22,1,CP,,89,30,30F,burned,1,MV-89-1,3,10,S,MV-89-1-3-3-10-S,2018-06-07,seedbank
174,AG,1,22,1,SO,GST,5,15,15F,burned,3,SO-GST-05-3,3,20,I,SO-GST-05-3-3-20-I,2018-09-26,seedbank
174,SH,2,22,1,SO,GST,5,15,15F,burned,3,SO-GST-05-3,3,20,I,SO-GST-05-3-3-20-I,2018-09-26,seedbank
175,AF,7,22,1,CH,JCB,1,15,15F,burned,3,CH-JCB-01-3,2,10,S,CH-JCB-01-3-2-10-S,2018-10-20,seedbank
176,AF,7,22,1,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,3,20,S,GB-RAD-CON-3-3-20-S,2018-06-24,seedbank
176,AG,1,22,1,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,3,20,S,GB-RAD-CON-3-3-20-S,2018-06-24,seedbank
176,PF,1,22,1,GB,RAD,CON,control,30C,control,3,GB-RAD-CON-3,3,20,S,GB-RAD-CON-3-3-20-S,2018-06-24,seedbank
177,AF,5,23,1,CH,KNT,CON,control,30C,control,1,CH-KNT-CON-1,3,10,I,CH-KNT-CON-1-3-10-I,2018-10-24,seedbank
177,AG,1,23,1,CH,KNT,CON,control,30C,control,1,CH-KNT-CON-1,3,10,I,CH-KNT-CON-1-3-10-I,2018-10-24,seedbank
178,AF,7,23,1,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,2,20,I,CH-KNT-89-3-2-20-I,2018-10-22,seedbank
179,AF,3,23,1,SO,GST,CON,control,15C,control,3,SO-GST-CON-3,3,20,I,SO-GST-CON-3-3-20-I,2018-09-26,seedbank
181,AF,1,23,1,GB,RAD,84,30,30F,burned,1,GB-RAD-84-1,3,20,I,GB-RAD-84-1-3-20-I,2018-06-23,seedbank
182,AG,7,23,1,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,3,10,S,GB-RAD-84-2-3-10-S,2018-06-23,seedbank
182,PF,1,23,1,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,3,10,S,GB-RAD-84-2-3-10-S,2018-06-23,seedbank
182,PG,1,23,1,GB,RAD,84,30,30F,burned,2,GB-RAD-84-2,3,10,S,GB-RAD-84-2-3-10-S,2018-06-23,seedbank
183,AF,5,23,1,CH,KNT,89,30,30F,burned,3,CH-KNT-89-3,3,20,S,CH-KNT-89-3-3-20-S,2018-10-22,seedbank
184,AF,3,23,1,CH,JCB,1,15,15F,burned,1,CH-JCB-01-1,3,20,I,CH-JCB-01-1-3-20-I,2018-10-20,seedbank
185,AF,3,24,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27,seedbank
185,AG,1,24,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27,seedbank
185,PF,4,24,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27,seedbank
185,PG,1,24,1,GB,RAD,84,30,30F,burned,3,GB-RAD-84-3,3,20,S,GB-RAD-84-3-3-20-S,2018-06-27,seedbank
186,AF,1,24,1,CP,,0,15,15F,burned,1,MV-00-1,3,20,I,MV-00-1-3-3-20-I,2018-06-08,seedbank
187,AF,1,24,1,SO,GAT,CON,control,30C,control,3,SO-GAT-CON-3,1,10,I,SO-GAT-CON-3-1-10-I,2018-09-24,seedbank
188,PF,6,24,1,CP,,89,30,30F,burned,1,MV-89-1,3,20,S,MV-89-1-3-3-20-S,2018-06-07,seedbank
188,PG,3,24,1,CP,,89,30,30F,burned,1,MV-89-1,3,20,S,MV-89-1-3-3-20-S,2018-06-07,seedbank
189,AF,1,24,1,GB,OW,1,15,15F,burned,3,GB-OW-01-3,3,10,I,GB-OW-01-3-3-10-I,2018-06-26,seedbank
190,AG,2,24,1,SO,GST,5,15,15F,burned,3,SO-GST-05-3,3,10,I,SO-GST-05-3-3-10-I,2018-09-26,seedbank
191,AF,3,24,1,SO,GAT,80,30,30F,burned,3,SO-GAT-80-3,1,20,I,SO-GAT-80-3-1-20-I,2018-09-23,seedbank
192,AF,2,24,1,GB,OW,CON,control,15C,control,3,GB-OW-CON-3,2,10,S,GB-OW-CON-3-2-10-S,2018-06-25,seedbank
192,PG,7,24,1,GB,OW,CON,control,15C,control,3,GB-OW-CON-3,2,10,S,GB-OW-CON-3-2-10-S,2018-06-25,seedbank
193,AF,18,25,2,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,3,10,S,SO-GAT-80-1-3-10-S,2018-09-23,seedbank
193,AG,1,25,2,SO,GAT,80,30,30F,burned,1,SO-GAT-80-1,3,10,S,SO-GAT-80-1-3-10-S,2018-09-23,seedbank
